Fecha;Hora;Magnitud;Latitud;Longitud;Profundidad;localizacion;Estado
17/08/2022;02:20:22 p. m.;3.30;16.25;-98.08;13.00;PINOTEPA NACIONAL;OAX
17/08/2022;02:26:41 p. m.;3.90;18.24;-100.49;53.00;CD ALTAMIRANO;GRO
17/08/2022;02:32:49 p. m.;3.70;16.14;-95.49;11.00;SALINA CRUZ;OAX
17/08/2022;03:05:28 p. m.;3.00;16.52;-98.43;10.00;OMETEPEC;GRO
17/08/2022;04:08:41 p. m.;3.50;18.67;-103.27;11.00;COALCOMAN;MICH
17/08/2022;04:28:17 p. m.;3.70;15.40;-94.78;16.00;SALINA CRUZ;OAX
17/08/2022;05:00:05 p. m.;2.90;16.34;-98.04;21.00;PINOTEPA NACIONAL;OAX
17/08/2022;05:05:04 p. m.;3.00;16.34;-98.04;24.00;PINOTEPA NACIONAL;OAX
17/08/2022;05:54:48 p. m.;3.60;16.68;-95.23;53.00;CD IXTEPEC;OAX
17/08/2022;06:24:11 p. m.;3.80;19.68;-103.94;11.00;EL GRULLO;JAL
17/08/2022;06:38:59 p. m.;3.40;16.43;-98.16;14.00;PINOTEPA NACIONAL;OAX
17/08/2022;06:46:45 p. m.;2.90;18.07;-99.46;40.00;CD DE HUITZUCO;GRO
17/08/2022;07:02:17 p. m.;3.50;16.17;-97.88;5.00;PINOTEPA NACIONAL;OAX
17/08/2022;07:37:33 p. m.;3.70;18.29;-100.75;45.00;CD ALTAMIRANO;GRO
17/08/2022;08:12:01 p. m.;3.90;16.86;-94.52;131.00;UNION HIDALGO;OAX
17/08/2022;08:17:48 p. m.;4.20;17.51;-94.46;175.00;MINATITLAN;VER
17/08/2022;08:35:44 p. m.;4.00;18.84;-98.90;6.00;JUAN MORALES;MOR
17/08/2022;08:45:25 p. m.;3.80;14.84;-93.85;10.00;PIJIJIAPAN;CHIS
17/08/2022;08:59:27 p. m.;3.40;18.11;-103.38;13.00;COALCOMAN;MICH
17/08/2022;09:10:42 p. m.;3.70;16.76;-93.77;172.00;CINTALAPA;CHIS
17/08/2022;10:22:56 p. m.;3.30;16.91;-98.65;44.00;OMETEPEC;GRO
17/08/2022;10:36:51 p. m.;3.40;16.76;-98.50;26.00;OMETEPEC;GRO
17/08/2022;10:54:00 p. m.;3.30;16.08;-96.97;44.00;PUERTO ESCONDIDO;OAX
17/08/2022;10:55:39 p. m.;3.70;18.74;-106.43;5.00;CIHUATLAN;JAL
17/08/2022;11:01:18 p. m.;3.70;18.10;-103.35;9.00;COALCOMAN;MICH
17/08/2022;11:16:41 p. m.;3.50;16.88;-95.50;78.00;MATIAS ROMERO;OAX
17/08/2022;11:21:01 p. m.;3.10;17.82;-98.44;56.00;TLAPA;GRO
17/08/2022;11:23:33 p. m.;3.20;17.16;-99.95;40.00;COYUCA DE BENITEZ;GRO
17/08/2022;11:43:15 p. m.;3.30;18.68;-103.85;4.00;TECOMAN;COL
18/08/2022;12:09:46 a. m.;3.20;18.02;-97.70;59.00;H HUAJUAPAN DE LEON;OAX
18/08/2022;12:40:54 a. m.;3.60;16.40;-98.89;6.00;OMETEPEC;GRO
18/08/2022;12:41:49 a. m.;3.10;16.43;-98.87;3.00;OMETEPEC;GRO
18/08/2022;12:52:15 a. m.;3.10;19.37;-104.27;45.00;CASIMIRO CASTILLO;JAL
18/08/2022;12:55:48 a. m.;3.80;14.45;-93.03;5.00;TAPACHULA;CHIS
18/08/2022;01:05:05 a. m.;3.40;16.66;-97.64;22.00;PINOTEPA NACIONAL;OAX
18/08/2022;01:28:05 a. m.;3.70;16.17;-95.53;17.00;TEHUANTEPEC;OAX
18/08/2022;01:46:50 a. m.;3.10;16.38;-98.31;14.00;PINOTEPA NACIONAL;OAX
18/08/2022;01:58:36 a. m.;3.50;15.39;-92.08;162.00;MOTOZINTLA;CHIS
18/08/2022;02:10:04 a. m.;3.20;16.66;-98.59;14.00;OMETEPEC;GRO
18/08/2022;02:12:32 a. m.;3.50;19.11;-102.53;10.00;APATZINGAN;MICH
18/08/2022;02:30:06 a. m.;3.50;16.17;-95.50;39.00;SALINA CRUZ;OAX
18/08/2022;02:30:33 a. m.;3.30;18.19;-103.18;9.00;COALCOMAN;MICH
18/08/2022;02:42:23 a. m.;3.70;28.01;-112.22;16.00;SANTA ROSALIA;BCS
18/08/2022;03:01:24 a. m.;3.80;18.20;-100.25;50.00;ARCELIA;GRO
18/08/2022;03:08:14 a. m.;3.70;16.14;-95.51;13.00;SALINA CRUZ;OAX
18/08/2022;03:45:18 a. m.;1.80;22.80;-102.60;1.00;ZACATECAS;ZAC
18/08/2022;04:44:13 a. m.;3.30;16.46;-98.27;28.00;PINOTEPA NACIONAL;OAX
18/08/2022;05:23:58 a. m.;3.40;16.27;-98.36;5.00;PINOTEPA NACIONAL;OAX
18/08/2022;06:01:15 a. m.;3.70;16.77;-99.65;9.00;SAN MARCOS;GRO
18/08/2022;06:19:53 a. m.;2.10;19.17;-98.81;5.00;TLALMANALCO;MEX
18/08/2022;06:25:04 a. m.;3.60;17.71;-96.89;66.00;TEPELMEME;OAX
18/08/2022;06:33:13 a. m.;3.50;18.17;-103.47;5.00;COALCOMAN;MICH
18/08/2022;06:36:05 a. m.;3.30;16.26;-98.09;13.00;PINOTEPA NACIONAL;OAX
